%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
B818RG,"Military facilities","Fisher Price Index","Level",0,T50904A:13|T50904B:12,NONE
B818RX,"Military facilities","Chained Dollars","Level",-6,T50906B:12,NONE
B819RC,"Net purchases of used structures","Current Dollars","Level",-6,T50905A:14|T50905B:13,A808RC
B819RX,"Net purchases of used structures","Chained Dollars","Level",-6,T50906B:13,NONE
B820RA,"Durable goods","Fisher Quantity Index","Level",0,T40203:29|U40203:53,NONE
B820RG,"Durable goods","Fisher Price Index","Level",0,T40204:29|U40204:53,NONE
B822RA,"Government","Fisher Quantity Index","Level",0,T10103:22|T10503:52|T30903:1|T31503:1,NONE
B822RG,"Government","Fisher Price Index","Level",0,T10104:22|T10504:52|T10604:43|T30904:1|T31504:1,NONE
B823RA,"Federal","Fisher Quantity Index","Level",0,T10103:23|T10503:53|T30903:9|T31503:14,NONE
B823RG,"Federal","Fisher Price Index","Level",0,T10104:23|T10504:53|T10604:44|T30904:9|T31504:14,NONE
B824RA,"National defense","Fisher Quantity Index","Level",0,T10103:24|T10503:54|T30903:17|T31103:1|T31503:16|T31503:3,NONE
B824RG,"National defense","Fisher Price Index","Level",0,T10104:24|T10504:54|T10604:45|T30904:17|T31104:1|T31504:16|T31504:3,NONE
B825RA,"Nondefense","Fisher Quantity Index","Level",0,T10103:25|T10503:57|T30903:25,NONE
B825RG,"Nondefense","Fisher Price Index","Level",0,T10104:25|T10504:57|T10604:48|T30904:25,NONE
B826RC,"Commodity Credit Corporation inventory change","Current Dollars","Level",-6,T31005:42,A729RC
B826RX,"Commodity Credit Corporation inventory change","Chained Dollars","Level",-6,T31006:42,NONE
B828RA,"Other nondurable goods","Fisher Quantity Index","Level",0,T31003:43,NONE
B828RC,"Other nondurable goods","Current Dollars","Level",-6,T31005:43,A729RC
B828RG,"Other nondurable goods","Fisher Price Index","Level",0,T31004:43,NONE
B828RL,"Other nondurable goods","Fisher Quantity Index","Percent change, annual rate",0,T31001:43,NONE
B828RX,"Other nondurable goods","Chained Dollars","Level",-6,T31006:43,NONE
B829RA,"State and local","Fisher Quantity Index","Level",0,T10103:26|T10503:60|T30903:33|T31503:27,NONE
B829RG,"State and local","Fisher Price Index","Level",0,T10104:26|T10504:60|T10604:51|T30904:33|T31504:27,NONE
B830RA,"Structures","Fisher Quantity Index","Level",0,T30903:28|T50903A:15|T50903B:14,NONE
B830RG,"Structures","Fisher Price Index","Level",0,T30904:28|T50904A:15|T50904B:14,NONE
B831RA,"New","Fisher Quantity Index","Level",0,T50903A:16|T50903B:15,NONE
B831RG,"New","Fisher Price Index","Level",0,T50904A:16|T50904B:15,NONE
B832RA,"Buildings","Fisher Quantity Index","Level",0,T50903A:17,NONE
B832RG,"Buildings","Fisher Price Index","Level",0,T50904A:17,NONE
B833RC,"Federal","Current Dollars","Level",-6,T70500:26,A266RC
B834RA,"Industrial","Fisher Quantity Index","Level",0,T50903A:19,NONE
B834RC,"Industrial","Current Dollars","Level",-6,T50905A:19,NONE
B834RG,"Industrial","Fisher Price Index","Level",0,T50904A:19,NONE
B835RA,"Educational","Fisher Quantity Index","Level",0,T50903A:20,NONE
B835RC,"Educational","Current Dollars","Level",-6,T50905A:20,NONE
B835RG,"Educational","Fisher Price Index","Level",0,T50904A:20,NONE
B836RA,"Hospital","Fisher Quantity Index","Level",0,T50903A:21,NONE
B836RC,"Hospital","Current Dollars","Level",-6,T50905A:21,NONE
B836RG,"Hospital","Fisher Price Index","Level",0,T50904A:21,NONE
B837RA,"Other","Fisher Quantity Index","Level",0,T50903A:22,NONE
B837RC,"Other","Current Dollars","Level",-6,T50905A:22,NONE
B837RG,"Other","Fisher Price Index","Level",0,T50904A:22,NONE
B838RA,"Highways and streets","Fisher Quantity Index","Level",0,T50903A:23,NONE
B838RC,"Highways and streets","Current Dollars","Level",-6,T50905A:23,NONE
B838RG,"Highways and streets","Fisher Price Index","Level",0,T50904A:23,NONE
B839RA,"Conservation and development","Fisher Quantity Index","Level",0,T50903A:24,NONE
B839RC,"Conservation and development","Current Dollars","Level",-6,T50905A:24,NONE
B839RG,"Conservation and development","Fisher Price Index","Level",0,T50904A:24,NONE
B840RA,"Other","Fisher Quantity Index","Level",0,T50903A:25,NONE
B840RC,"Other","Current Dollars","Level",-6,T50905A:25,NONE
B840RG,"Other","Fisher Price Index","Level",0,T50904A:25,NONE
B841RC,"Net purchases of used structures","Current Dollars","Level",-6,T50905A:26|T50905B:28,A830RC
B841RX,"Net purchases of used structures","Chained Dollars","Level",-6,T50906B:28,NONE
B842RA,"Structures","Fisher Quantity Index","Level",0,T30903:36|T50903A:27|T50903B:29,NONE
B842RG,"Structures","Fisher Price Index","Level",0,T30904:36|T50904A:27|T50904B:29,NONE
B843RA,"New","Fisher Quantity Index","Level",0,T50903A:28|T50903B:30,NONE
B843RG,"New","Fisher Price Index","Level",0,T50904A:28|T50904B:30,NONE
B844RA,"Buildings","Fisher Quantity Index","Level",0,T50903A:29,NONE
B844RG,"Buildings","Fisher Price Index","Level",0,T50904A:29,NONE
B845RA,"Residential","Fisher Quantity Index","Level",0,T50903A:30,NONE
B845RC,"Residential","Current Dollars","Level",-6,T50905A:30,NONE
B845RG,"Residential","Fisher Price Index","Level",0,T50904A:30,NONE
B846RC,"State and local","Current Dollars","Level",-6,T70500:27,A266RC
B847RA,"Educational","Fisher Quantity Index","Level",0,T50903A:32,NONE
B847RC,"Educational","Current Dollars","Level",-6,T50905A:32,NONE
B847RG,"Educational","Fisher Price Index","Level",0,T50904A:32,NONE
B848RA,"Hospital","Fisher Quantity Index","Level",0,T50903A:33,NONE
B848RC,"Hospital","Current Dollars","Level",-6,T50905A:33,NONE
B848RG,"Hospital","Fisher Price Index","Level",0,T50904A:33,NONE
B849RA,"Other","Fisher Quantity Index","Level",0,T50903A:34,NONE
B849RC,"Other","Current Dollars","Level",-6,T50905A:34,NONE
B849RG,"Other","Fisher Price Index","Level",0,T50904A:34,NONE
B850RA,"Computers, peripherals, and parts","Fisher Quantity Index","Level",0,T40203:11|U40203:11,NONE
B850RC,"Computers, peripherals, and parts","Current Dollars","Level",-6,T40205:11|U40205:11|U90200:16,A640RC
B850RG,"Computers, peripherals, and parts","Fisher Price Index","Level",0,T40204:11|U40204:11,NONE
B850RL,"Computers, peripherals, and parts","Fisher Quantity Index","Percent change, annual rate",0,T40201:11,NONE
B850RX,"Computers, peripherals, and parts","Chained Dollars","Level",-6,T40206:11|U40206:11|U90200:6,NONE
B850RZ,"Computers, peripherals, and parts","Quantity Contributions","Level",0,T40202:11,NONE
B851RA,"Highways and streets","Fisher Quantity Index","Level",0,T50903A:35,NONE
B851RC,"Highways and streets","Current Dollars","Level",-6,T50905A:35,NONE
B851RG,"Highways and streets","Fisher Price Index","Level",0,T50904A:35,NONE
B852RA,"Computers, peripherals, and parts","Fisher Quantity Index","Level",0,T40203:35|U40203:59,NONE
B852RC,"Computers, peripherals, and parts","Current Dollars","Level",-6,T40205:35|U40205:59|U90200:17,A650RC
B852RG,"Computers, peripherals, and parts","Fisher Price Index","Level",0,T40204:35|U40204:59,NONE
B852RL,"Computers, peripherals, and parts","Fisher Quantity Index","Percent change, annual rate",0,T40201:35,NONE
B852RX,"Computers, peripherals, and parts","Chained Dollars","Level",-6,T40206:36|U40206:59|U90200:7,NONE
B852RZ,"Computers, peripherals, and parts","Quantity Contributions","Level",0,T40202:35,NONE
B853RA,"Other","Fisher Quantity Index","Level",0,T40203:36|U40203:60,NONE
B853RC,"Other","Current Dollars","Level",-6,T40205:36|U40205:60,A650RC
B853RG,"Other","Fisher Price Index","Level",0,T40204:36|U40204:60,NONE
B853RL,"Other","Fisher Quantity Index","Percent change, annual rate",0,T40201:36,NONE
B853RX,"Other","Chained Dollars","Level",-6,T40206:37|U40206:60,NONE
B853RZ,"Other","Quantity Contributions","Level",0,T40202:36,NONE
B857RA,"Conservation and development","Fisher Quantity Index","Level",0,T50903A:36,NONE
B857RC,"Conservation and development","Current Dollars","Level",-6,T50905A:36,NONE
B857RG,"Conservation and development","Fisher Price Index","Level",0,T50904A:36,NONE
B858RA,"Sewer systems","Fisher Quantity Index","Level",0,T50903A:37,NONE
B858RC,"Sewer systems","Current Dollars","Level",-6,T50905A:37,NONE
B858RG,"Sewer systems","Fisher Price Index","Level",0,T50904A:37,NONE
B859RA,"Water systems","Fisher Quantity Index","Level",0,T50903A:38,NONE
B859RC,"Water systems","Current Dollars","Level",-6,T50905A:38,NONE
B859RG,"Water systems","Fisher Price Index","Level",0,T50904A:38,NONE
B860RA,"Other","Fisher Quantity Index","Level",0,T50903A:39,NONE
B860RC,"Other","Current Dollars","Level",-6,T50905A:39,NONE
B860RG,"Other","Fisher Price Index","Level",0,T50904A:39,NONE
B864RC,"Motor vehicle dealers","Current Dollars","Level",-6,T50805A:20,NONE
B864RX,"Motor vehicle dealers","Chained Dollars","Level",-6,T50806A:20|U001A2:54,NONE
B870RA,"Net purchases of used structures","Fisher Quantity Index","Level",0,T50903A:40|T50903B:45,NONE
B870RC,"Net purchases of used structures","Current Dollars","Level",-6,T50905A:40|T50905B:45,A842RC
B870RG,"Net purchases of used structures","Fisher Price Index","Level",0,T50904A:40|T50904B:45,NONE
B870RX,"Net purchases of used structures","Chained Dollars","Level",-6,T50906B:45,NONE
B874RA,"Aircraft","Fisher Quantity Index","Level",0,T31103:32|T50903A:44|T50903B:49,NONE
B874RC,"Aircraft","Current Dollars","Level",-6,T31105:32|T50905A:44|T50905B:49,Y050RC
B874RG,"Aircraft","Fisher Price Index","Level",0,T31104:32|T50904A:44|T50904B:49,NONE
B874RL,"Aircraft","Fisher Quantity Index","Percent change, annual rate",0,T31101:32,NONE
B874RN,"Aircraft","Quantity Contributions","Level",0,T31102:32,NONE
B874RX,"Aircraft","Chained Dollars","Level",-6,T31106:32|T50906B:49,NONE
B875RA,"Missiles","Fisher Quantity Index","Level",0,T31103:33|T50903A:45|T50903B:50,NONE
B875RC,"Missiles","Current Dollars","Level",-6,T31105:33|T50905A:45|T50905B:50,Y050RC
B875RG,"Missiles","Fisher Price Index","Level",0,T31104:33|T50904A:45|T50904B:50,NONE
B875RL,"Missiles","Fisher Quantity Index","Percent change, annual rate",0,T31101:33,NONE
B875RN,"Missiles","Quantity Contributions","Level",0,T31102:33,NONE
B875RX,"Missiles","Chained Dollars","Level",-6,T31106:33|T50906B:50,NONE
B876RA,"Ships","Fisher Quantity Index","Level",0,T31103:34|T50903A:46|T50903B:51,NONE
B876RC,"Ships","Current Dollars","Level",-6,T31105:34|T50905A:46|T50905B:51,Y050RC
B876RG,"Ships","Fisher Price Index","Level",0,T31104:34|T50904A:46|T50904B:51,NONE
B876RL,"Ships","Fisher Quantity Index","Percent change, annual rate",0,T31101:34,NONE
B876RN,"Ships","Quantity Contributions","Level",0,T31102:34,NONE
B876RX,"Ships","Chained Dollars","Level",-6,T31106:34|T50906B:51,NONE
B877RA,"Vehicles","Fisher Quantity Index","Level",0,T31103:35|T50903A:47|T50903B:52,NONE
B877RC,"Vehicles","Current Dollars","Level",-6,T31105:35|T50905A:47|T50905B:52,Y050RC
B877RG,"Vehicles","Fisher Price Index","Level",0,T31104:35|T50904A:47|T50904B:52,NONE
B877RL,"Vehicles","Fisher Quantity Index","Percent change, annual rate",0,T31101:35,NONE
B877RN,"Vehicles","Quantity Contributions","Level",0,T31102:35,NONE
B877RX,"Vehicles","Chained Dollars","Level",-6,T31106:35|T50906B:52,NONE
B879RA,"Other equipment","Fisher Quantity Index","Level",0,T31103:37|T50903A:49|T50903B:54,NONE
B879RC,"Other equipment","Current Dollars","Level",-6,T31105:37|T50905A:49|T50905B:54,Y050RC
B879RG,"Other equipment","Fisher Price Index","Level",0,T31104:37|T50904A:49|T50904B:54,NONE
B879RL,"Other equipment","Fisher Quantity Index","Percent change, annual rate",0,T31101:37,NONE
B879RN,"Other equipment","Quantity Contributions","Level",0,T31102:37,NONE
B879RX,"Other equipment","Chained Dollars","Level",-6,T31106:37|T50906B:54,NONE
B884RA,"Structures","Fisher Quantity Index","Level",0,T50903A:65|T50903B:70,NONE
B884RC,"Structures","Current Dollars","Level",-6,T50905A:65|T50905B:70,NONE
B884RG,"Structures","Fisher Price Index","Level",0,T50904A:65|T50904B:70,NONE
B884RX,"Structures","Chained Dollars","Level",-6,T50906B:71,NONE
B887RA,"Structures","Fisher Quantity Index","Level",0,T50903A:69|T50903B:74,NONE
B887RC,"Structures","Current Dollars","Level",-6,T50905A:69|T50905B:74,NONE
B887RG,"Structures","Fisher Price Index","Level",0,T50904A:69|T50904B:74,NONE
B887RX,"Structures","Chained Dollars","Level",-6,T50906B:75,NONE
B891RC,"National defense","Current Dollars","Level",-6,T50205:30|U50205:30,A890RC
B891RX,"National defense","Chained Dollars","Level",-6,T50206:30|U50206:30,NONE
B892RC,"Nondefense","Current Dollars","Level",-6,T50205:31|U50205:31,A890RC
B892RX,"Nondefense","Chained Dollars","Level",-6,T50206:31|U50206:31,NONE
B893RA,"State and local","Fisher Quantity Index","Level",0,T50203:32|U50203:32,NONE
B893RX,"State and local","Chained Dollars","Level",-6,T50206:32|U50206:32,NONE
B894RA,"Less: Consumption of fixed capital","Fisher Quantity Index","Level",0,T50203:34|U50203:34,NONE
B894RX,"Less: Consumption of fixed capital","Chained Dollars","Level",-6,T50206:34|U50206:34,NONE
B897RC,"National defense","Current Dollars","Level",-6,T50205:37|U50205:37,A896RC
B897RX,"National defense","Chained Dollars","Level",-6,T50206:37|U50206:37,NONE
B898RC,"Nondefense","Current Dollars","Level",-6,T50205:38|U50205:38,A896RC
B898RX,"Nondefense","Chained Dollars","Level",-6,T50206:38|U50206:38,NONE
B899RA,"State and local","Fisher Quantity Index","Level",0,T50203:39|U50203:39,NONE
B899RC,"State and local","Current Dollars","Level",-6,T50205:39|U50205:39,A895RC
B899RX,"State and local","Chained Dollars","Level",-6,T50206:39|U50206:39,NONE
B908RA,"Charges for the use of intellectual property n.e.c.","Fisher Quantity Index","Level",0,T40203:45|U40203:84,NONE
B908RC,"Charges for the use of intellectual property n.e.c.","Current Dollars","Level",-6,T40205:45|U40205:84,B656RC
B908RG,"Charges for the use of intellectual property n.e.c.","Fisher Price Index","Level",0,T40204:45|U40204:84,NONE
B908RL,"Charges for the use of intellectual property n.e.c.","Fisher Quantity Index","Percent change, annual rate",0,T40201:45,NONE
B908RX,"Charges for the use of intellectual property n.e.c.","Chained Dollars","Level",-6,T40206:46|U40206:84,NONE
B908RZ,"Charges for the use of intellectual property n.e.c.","Quantity Contributions","Level",0,T40202:45,NONE
B910RA,"Other","Fisher Quantity Index","Level",0,T40203:48|U40203:92,NONE
B910RC,"Other","Current Dollars","Level",-6,T40205:48|U40205:92,B656RC
B910RG,"Other","Fisher Price Index","Level",0,T40204:48|U40204:92,NONE
B910RL,"Other","Fisher Quantity Index","Percent change, annual rate",0,T40201:48,NONE
B910RX,"Other","Chained Dollars","Level",-6,T40206:49|U40206:92,NONE
B910RZ,"Other","Quantity Contributions","Level",0,T40202:48,NONE
B911RA,"Installation support","Fisher Quantity Index","Level",0,T31103:22,NONE
B911RC,"Installation support","Current Dollars","Level",-6,T31105:22,A489RC
B911RG,"Installation support","Fisher Price Index","Level",0,T31104:22,NONE
B911RL,"Installation support","Fisher Quantity Index","Percent change, annual rate",0,T31101:22,NONE
B911RN,"Installation support","Quantity Contributions","Level",0,T31102:22,NONE
B911RX,"Installation support","Chained Dollars","Level",-6,T31106:22,NONE
B912RA,"Weapons support","Fisher Quantity Index","Level",0,T31103:23,NONE
B912RC,"Weapons support","Current Dollars","Level",-6,T31105:23,A489RC
B912RG,"Weapons support","Fisher Price Index","Level",0,T31104:23,NONE
B912RL,"Weapons support","Fisher Quantity Index","Percent change, annual rate",0,T31101:23,NONE
B912RN,"Weapons support","Quantity Contributions","Level",0,T31102:23,NONE
B912RX,"Weapons support","Chained Dollars","Level",-6,T31106:23,NONE
B913RA,"Personnel support","Fisher Quantity Index","Level",0,T31103:24,NONE
B913RC,"Personnel support","Current Dollars","Level",-6,T31105:24,A489RC
B913RG,"Personnel support","Fisher Price Index","Level",0,T31104:24,NONE
B913RL,"Personnel support","Fisher Quantity Index","Percent change, annual rate",0,T31101:24,NONE
B913RN,"Personnel support","Quantity Contributions","Level",0,T31102:24,NONE
B913RX,"Personnel support","Chained Dollars","Level",-6,T31106:24,NONE
B920RC,"Plus: Adjustment for U.S. territories and Puerto Rico","Current Dollars","Level",-6,T4030A:5,NONE
B921RC,"Plus: Adjustment for U.S. territories and Puerto Rico","Current Dollars","Level",-6,T4030A:16,NONE
B930RC,"To the rest of the world","Current Dollars","Level",-6,T11600:21,A054RC
B931RC,"Other current transfer receipts, from business (net)","Current Dollars","Level",-6,T11200:22|T11600:13|T20100:24|T20600:24|T20900:10|T70700:2,A577RC|B029RC
B932RA,"Civilian aircraft, engines, and parts","Fisher Quantity Index","Level",0,T40203:34|U40203:58,NONE
B932RC,"Civilian aircraft, engines, and parts","Current Dollars","Level",-6,T40205:34|U40205:58,A650RC
B932RG,"Civilian aircraft, engines, and parts","Fisher Price Index","Level",0,T40204:34|U40204:58,NONE
B932RL,"Civilian aircraft, engines, and parts","Fisher Quantity Index","Percent change, annual rate",0,T40201:34,NONE
B932RX,"Civilian aircraft, engines, and parts","Chained Dollars","Level",-6,T40206:35|U40206:58,NONE
B932RZ,"Civilian aircraft, engines, and parts","Quantity Contributions","Level",0,T40202:34,NONE
B933RC,"Receipts from the rest of the world","Current Dollars","Level",-6,T61600B:6|T61600C:6|T61600D:6,B394RC
B934RC,"Less:  Payments to the rest of the world","Current Dollars","Level",-6,T61600B:7|T61600C:7|T61600D:7,B394RC
B935RA,"Computers and peripheral equipment","Fisher Quantity Index","Level",0,T10503:32|T50303:11|T50503:4,NONE
B935RC,"Computers and peripheral equipment","Current Dollars","Level",-6,T10505:32|T50305:11|T50505:4|U50505:4|U90200:15,Y034RC
B935RG,"Computers and peripheral equipment","Fisher Price Index","Level",0,T10504:32|T10604:30|T50304:11|T50504:4|U50504:4,NONE
B935RL,"Computers and peripheral equipment","Fisher Quantity Index","Percent change, annual rate",0,T10501:32|T50301:11|T50501:4,NONE
